segment_id,save_index,segment_type,label,start_sample,end_sample,duration_sec,trial_id,mi_run_index,run_trial_index,block_index,prompt_index,accepted,execution_success,source_start_event,source_end_event
22,1,baseline,tongue,111915,112424,2.036,5,1,5,,,1,,fixation_start,baseline_end
23,1,cue,tongue,112425,112692,1.068,5,1,5,,,1,,cue_start,imagery_start
24,1,imagery,tongue,112692,113724,4.128,5,1,5,,,1,,imagery_start,imagery_end
25,1,iti,tongue,113725,114248,2.092,5,1,5,,,1,,iti_start,trial_end
26,1,trial,feet,114249,116541,9.168,6,1,6,,,1,,trial_start,trial_end
27,1,baseline,feet,114250,114758,2.032,6,1,6,,,1,,fixation_start,baseline_end
28,1,cue,feet,114759,115042,1.132,6,1,6,,,1,,cue_start,imagery_start
29,1,imagery,feet,115042,116045,4.012,6,1,6,,,1,,imagery_start,imagery_end
30,1,iti,feet,116046,116541,1.98,6,1,6,,,1,,iti_start,trial_end
31,1,trial,left_hand,116542,118889,9.388,7,1,7,,,1,,trial_start,trial_end
32,1,baseline,left_hand,116543,117093,2.2,7,1,7,,,1,,fixation_start,baseline_end
33,1,cue,left_hand,117094,117362,1.072,7,1,7,,,1,,cue_start,imagery_start
34,1,imagery,left_hand,117362,118380,4.072,7,1,7,,,1,,imagery_start,imagery_end
35,1,iti,left_hand,118381,118889,2.032,7,1,7,,,1,,iti_start,trial_end
36,1,trial,right_hand,118890,121224,9.336,8,1,8,,,1,,trial_start,trial_end
37,1,baseline,right_hand,118891,119392,2.004,8,1,8,,,1,,fixation_start,baseline_end
38,1,cue,right_hand,119393,119697,1.216,8,1,8,,,1,,cue_start,imagery_start
39,1,imagery,right_hand,119697,120700,4.012,8,1,8,,,1,,imagery_start,imagery_end
40,1,iti,right_hand,120701,121224,2.092,8,1,8,,,1,,iti_start,trial_end
41,1,trial,left_hand,121225,123455,8.92,9,1,9,,,1,,trial_start,trial_end
42,1,baseline,left_hand,121226,121748,2.088,9,1,9,,,1,,fixation_start,baseline_end
43,1,cue,left_hand,121749,122018,1.076,9,1,9,,,1,,cue_start,imagery_start
44,1,imagery,left_hand,122018,122991,3.892,9,1,9,,,1,,imagery_start,imagery_end
45,1,iti,left_hand,122992,123455,1.852,9,1,9,,,1,,iti_start,trial_end
46,1,trial,feet,123456,125865,9.636,10,1,10,,,1,,trial_start,trial_end
47,1,baseline,feet,123457,124069,2.448,10,1,10,,,1,,fixation_start,baseline_end
48,1,cue,feet,124070,124271,0.804,10,1,10,,,1,,cue_start,imagery_start
49,1,imagery,feet,124271,125356,4.34,10,1,10,,,1,,imagery_start,imagery_end
50,1,iti,feet,125357,125865,2.032,10,1,10,,,1,,iti_start,trial_end
51,1,trial,tongue,125866,128200,9.336,11,1,11,,,1,,trial_start,trial_end
52,1,baseline,tongue,125867,126390,2.092,11,1,11,,,1,,fixation_start,baseline_end
53,1,cue,tongue,126391,126673,1.128,11,1,11,,,1,,cue_start,imagery_start
54,1,imagery,tongue,126673,127676,4.012,11,1,11,,,1,,imagery_start,imagery_end
55,1,iti,tongue,127677,128200,2.092,11,1,11,,,1,,iti_start,trial_end
56,1,trial,right_hand,128201,128635,1.736,12,1,12,,,0,,trial_start,trial_end
57,1,baseline,right_hand,128202,128634,1.728,12,1,12,,,0,,fixation_start,baseline_end
58,1,calibration,calibration,1,57589,230.352,,,,,,,,calibration_start,calibration_end
59,1,practice,practice,57590,102596,180.024,,,,,,,,practice_start,practice_end
60,1,eyes_open_rest,eyes_open_rest,2,15014,60.048,,,,,,,,eyes_open_rest_start,eyes_open_rest_end
61,1,eyes_closed_rest,eyes_closed_rest,15015,30044,60.116,,,,,,,,eyes_closed_rest_start,eyes_closed_rest_end
62,1,artifact_block,eye_movement,30045,37559,30.056,,,,,,,,eye_movement_block_start,eye_movement_block_end
63,1,artifact_block,blink,37560,42574,20.056,,,,,,,,blink_block_start,blink_block_end
64,1,artifact_block,swallow,42575,47552,19.908,,,,,,,,swallow_block_start,swallow_block_end
65,1,artifact_block,jaw,47553,52588,20.14,,,,,,,,jaw_block_start,jaw_block_end
66,1,artifact_block,head_motion,52589,57588,19.996,,,,,,,,head_motion_block_start,head_motion_block_end
