segment_id,save_index,segment_type,label,start_sample,end_sample,duration_sec,trial_id,mi_run_index,run_trial_index,block_index,prompt_index,accepted,execution_success,source_start_event,source_end_event
28,1,cue,left_hand,13399,13922,2.092,6,1,6,,,1,,cue_start,imagery_start
29,1,imagery,left_hand,13922,14925,4.012,6,1,6,,,1,,imagery_start,imagery_end
30,1,iti,left_hand,14926,15449,2.092,6,1,6,,,1,,iti_start,trial_end
31,1,trial,tongue,15450,18024,10.296,7,1,7,,,1,,trial_start,trial_end
32,1,baseline,tongue,15451,15973,2.088,7,1,7,,,1,,fixation_start,baseline_end
33,1,cue,tongue,15974,16497,2.092,7,1,7,,,1,,cue_start,imagery_start
34,1,imagery,tongue,16497,17500,4.012,7,1,7,,,1,,imagery_start,imagery_end
35,1,iti,tongue,17501,18024,2.092,7,1,7,,,1,,iti_start,trial_end
36,1,trial,right_hand,18025,20599,10.296,8,1,8,,,1,,trial_start,trial_end
37,1,baseline,right_hand,18026,18534,2.032,8,1,8,,,1,,fixation_start,baseline_end
38,1,cue,right_hand,18535,19057,2.088,8,1,8,,,1,,cue_start,imagery_start
39,1,imagery,right_hand,19057,20075,4.072,8,1,8,,,1,,imagery_start,imagery_end
40,1,iti,right_hand,20076,20599,2.092,8,1,8,,,1,,iti_start,trial_end
41,1,trial,right_hand,20600,23174,10.296,9,1,9,,,1,,trial_start,trial_end
42,1,baseline,right_hand,20601,21108,2.028,9,1,9,,,1,,fixation_start,baseline_end
43,1,cue,right_hand,21109,21632,2.092,9,1,9,,,1,,cue_start,imagery_start
44,1,imagery,right_hand,21632,22650,4.072,9,1,9,,,1,,imagery_start,imagery_end
45,1,iti,right_hand,22651,23174,2.092,9,1,9,,,1,,iti_start,trial_end
46,1,trial,feet,23175,25733,10.232,10,1,10,,,1,,trial_start,trial_end
47,1,baseline,feet,23176,23682,2.024,10,1,10,,,1,,fixation_start,baseline_end
48,1,cue,feet,23683,24206,2.092,10,1,10,,,1,,cue_start,imagery_start
49,1,imagery,feet,24206,25224,4.072,10,1,10,,,1,,imagery_start,imagery_end
50,1,iti,feet,25225,25733,2.032,10,1,10,,,1,,iti_start,trial_end
51,1,trial,left_hand,25734,28293,10.236,11,1,11,,,1,,trial_start,trial_end
52,1,baseline,left_hand,25735,26257,2.088,11,1,11,,,1,,fixation_start,baseline_end
53,1,cue,left_hand,26258,26781,2.092,11,1,11,,,1,,cue_start,imagery_start
54,1,imagery,left_hand,26781,27799,4.072,11,1,11,,,1,,imagery_start,imagery_end
55,1,iti,left_hand,27800,28293,1.972,11,1,11,,,1,,iti_start,trial_end
56,1,trial,tongue,28294,30883,10.356,12,1,12,,,1,,trial_start,trial_end
57,1,baseline,tongue,28295,28832,2.148,12,1,12,,,1,,fixation_start,baseline_end
58,1,cue,tongue,28833,29356,2.092,12,1,12,,,1,,cue_start,imagery_start
59,1,imagery,tongue,29356,30359,4.012,12,1,12,,,1,,imagery_start,imagery_end
60,1,iti,tongue,30360,30883,2.092,12,1,12,,,1,,iti_start,trial_end
61,1,trial,left_hand,30884,33458,10.296,13,1,13,,,1,,trial_start,trial_end
62,1,baseline,left_hand,30885,31407,2.088,13,1,13,,,1,,fixation_start,baseline_end
63,1,cue,left_hand,31408,31931,2.092,13,1,13,,,1,,cue_start,imagery_start
64,1,imagery,left_hand,31931,32934,4.012,13,1,13,,,1,,imagery_start,imagery_end
65,1,iti,left_hand,32935,33458,2.092,13,1,13,,,1,,iti_start,trial_end
66,1,trial,tongue,33459,36032,10.292,14,1,14,,,1,,trial_start,trial_end
67,1,baseline,tongue,33460,33982,2.088,14,1,14,,,1,,fixation_start,baseline_end
68,1,cue,tongue,33983,34506,2.092,14,1,14,,,1,,cue_start,imagery_start
69,1,imagery,tongue,34506,35509,4.012,14,1,14,,,1,,imagery_start,imagery_end
70,1,iti,tongue,35510,36032,2.088,14,1,14,,,1,,iti_start,trial_end
71,1,trial,right_hand,36033,38592,10.236,15,1,15,,,1,,trial_start,trial_end
72,1,baseline,right_hand,36034,36543,2.036,15,1,15,,,1,,fixation_start,baseline_end
73,1,cue,right_hand,36544,37080,2.144,15,1,15,,,1,,cue_start,imagery_start
74,1,imagery,right_hand,37080,38083,4.012,15,1,15,,,1,,imagery_start,imagery_end
75,1,iti,right_hand,38084,38592,2.032,15,1,15,,,1,,iti_start,trial_end
76,1,trial,feet,38593,41182,10.356,16,1,16,,,1,,trial_start,trial_end
77,1,baseline,feet,38594,39131,2.148,16,1,16,,,1,,fixation_start,baseline_end
78,1,cue,feet,39132,39640,2.032,16,1,16,,,1,,cue_start,imagery_start
79,1,imagery,feet,39640,40658,4.072,16,1,16,,,1,,imagery_start,imagery_end
80,1,iti,feet,40659,41182,2.092,16,1,16,,,1,,iti_start,trial_end
81,1,trial,tongue,41183,43757,10.296,17,1,17,,,1,,trial_start,trial_end
82,1,baseline,tongue,41184,41691,2.028,17,1,17,,,1,,fixation_start,baseline_end
83,1,cue,tongue,41692,42215,2.092,17,1,17,,,1,,cue_start,imagery_start
84,1,imagery,tongue,42215,43233,4.072,17,1,17,,,1,,imagery_start,imagery_end
85,1,iti,tongue,43234,43757,2.092,17,1,17,,,1,,iti_start,trial_end
86,1,trial,feet,43758,46332,10.296,18,1,18,,,1,,trial_start,trial_end
87,1,baseline,feet,43759,44266,2.028,18,1,18,,,1,,fixation_start,baseline_end
88,1,cue,feet,44267,44790,2.092,18,1,18,,,1,,cue_start,imagery_start
89,1,imagery,feet,44790,45808,4.072,18,1,18,,,1,,imagery_start,imagery_end
90,1,iti,feet,45809,46332,2.092,18,1,18,,,1,,iti_start,trial_end
91,1,trial,left_hand,46333,48891,10.232,19,1,19,,,1,,trial_start,trial_end
92,1,baseline,left_hand,46334,46841,2.028,19,1,19,,,1,,fixation_start,baseline_end
93,1,cue,left_hand,46842,47350,2.032,19,1,19,,,1,,cue_start,imagery_start
94,1,imagery,left_hand,47350,48382,4.128,19,1,19,,,1,,imagery_start,imagery_end
95,1,iti,left_hand,48383,48891,2.032,19,1,19,,,1,,iti_start,trial_end
96,1,trial,right_hand,48892,51466,10.296,20,1,20,,,1,,trial_start,trial_end
97,1,baseline,right_hand,48893,49430,2.148,20,1,20,,,1,,fixation_start,baseline_end
98,1,cue,right_hand,49431,49939,2.032,20,1,20,,,1,,cue_start,imagery_start
99,1,imagery,right_hand,49939,50957,4.072,20,1,20,,,1,,imagery_start,imagery_end
100,1,iti,right_hand,50958,51466,2.032,20,1,20,,,1,,iti_start,trial_end
101,1,trial,right_hand,51467,54041,10.296,21,1,21,,,1,,trial_start,trial_end
102,1,baseline,right_hand,51468,51990,2.088,21,1,21,,,1,,fixation_start,baseline_end
103,1,cue,right_hand,51991,52514,2.092,21,1,21,,,1,,cue_start,imagery_start
104,1,imagery,right_hand,52514,53517,4.012,21,1,21,,,1,,imagery_start,imagery_end
105,1,iti,right_hand,53518,54041,2.092,21,1,21,,,1,,iti_start,trial_end
106,1,trial,tongue,54042,56616,10.296,22,1,22,,,1,,trial_start,trial_end
107,1,baseline,tongue,54043,54565,2.088,22,1,22,,,1,,fixation_start,baseline_end
108,1,cue,tongue,54566,55089,2.092,22,1,22,,,1,,cue_start,imagery_start
109,1,imagery,tongue,55089,56092,4.012,22,1,22,,,1,,imagery_start,imagery_end
110,1,iti,tongue,56093,56616,2.092,22,1,22,,,1,,iti_start,trial_end
111,1,trial,left_hand,56617,56886,1.076,23,1,23,,,0,,trial_start,trial_end
112,1,baseline,left_hand,56618,56885,1.068,23,1,23,,,0,,fixation_start,baseline_end
